"FS51_roi","FS53_roi","r_value","p_value"
"R.LG","R.rosmidF",0.270636819660777,7.61711586400348e-18
"R.LG","R.preCEN",0.375334227597089,5.19650722993419e-34
"R.LG","L.latorbF",0.484973529633784,1.01952998560125e-58
"R.LG","L.transT",0.560177483330416,1.02357409141555e-81
"R.LG","L.posCG",0.386351277191266,4.23952078878431e-36
"R.LG","R.transT",0.525895317507927,1.63229710116303e-70
"R.LG","R.preCN",0.608685721417425,5.4186930461962e-100
"R.LG","L.preCEN",0.38722145365237,2.876970130735e-36
"R.LG","L.infP",0.57360697951016,1.79485533481162e-86
"R.LG","R.infP",0.490991455756178,2.35828385055142e-60
"R.LG","R.INS",0.44048443103846,1.38035843168053e-47
"R.LG","R.caumidF",0.253480710165164,8.94603436919557e-16
"R.LG","R.paraCEN",0.4746636116679,5.44721471472989e-56
"R.LG","L.infT",0.325893470059069,1.390931657648e-25
"R.LG","R.supF",0.300813355566242,7.31878721332132e-22
"R.LG","L.paraH",0.270488935020081,7.94847439284816e-18
"R.LG","L.midT",0.305217650307059,1.72447124694726e-22
"R.LG","R.paraH",0.33663805473218,2.74297739994446e-27
"R.LG","L.isthCG",0.347818590217042,3.89898591735912e-29
"R.LG","L.parsTRI",0.36127879811104,1.8434797508621e-31
"R.LG","R.infT",0.39352778718386,1.67264378800411e-37
"R.LG","R.latorbF",0.385946731576272,5.07486929609553e-36
"R.LG","L.rosmidF",0.316497240388666,3.79576775562024e-24
"R.LG","L.supF",0.361466015264804,1.70804718987356e-31
"R.LG","R.cauantCG",0.170348848984704,8.59220903464078e-08
"R.LG","L.LG",0.788599903321005,6.46510422558975e-208
"R.LG","R.isthCG",0.376336212125722,3.38121880530071e-34
"R.LG","L.medorbF",0.450095812911651,7.45562438993082e-50
"R.LG","R.SM",0.420003390126724,5.43711231760271e-43
"R.LG","L.supT",0.377851177947625,1.76050881564987e-34
"R.LG","R.midT",0.293688228843866,7.20056033136298e-21
"R.LG","L.postCEN",0.448001705664158,2.35901734107547e-49
"R.LG","R.latO",0.594066864385704,3.72329174306891e-94
"R.LG","R.parOP",0.336799036599629,2.58319363866856e-27
"R.LG","L.paraCEN",0.517602912664477,5.42553098766919e-68
"R.LG","R.parsTRI",0.318854176096017,1.6744395634777e-24
"R.LG","R.medorbF",0.342260639723812,3.3011500390239e-28
"R.LG","R.CN",0.702774704569469,3.36200546926689e-146
"R.LG","L.INS",0.417138352190403,2.25598854537226e-42
"R.postCEN","L.cauantCG",0.234348258367648,1.21265037152593e-13
"R.postCEN","L.parsORB",0.336677755060342,2.7026861242784e-27
"R.postCEN","R.parsORB",0.276004273649405,1.5951993418042e-18
"R.postCEN","L.preCN",0.604457645000974,2.83964071890897e-98
"R.postCEN","R.ENT",0.0855680582249619,0.00747932980814751
"R.postCEN","L.CN",0.492315049625514,1.01957141758472e-60
"R.postCEN","R.periCAL",0.398126963454861,2.01965147404523e-38
"R.postCEN","L.rosantCG",0.267929580847348,1.65396393633465e-17
"R.postCEN","L.caumidF",0.464137220744654,2.67130699570198e-53
"R.postCEN","R.rosantCG",0.169227603141246,1.04644539629217e-07
"R.postCEN","L.latO",0.507190525879151,6.3634234567702e-65
"R.postCEN","L.FUS",0.402317534945105,2.85776078330933e-39
"R.postCEN","R.LG",0.451628282400087,3.19291032468507e-50
"R.postCEN","R.postCEN",0.841693005560226,6.30315782103387e-263
"R.postCEN","L.periCAL",0.399500966012365,1.06700158814951e-38
"R.postCEN","L.SM",0.600327381509823,1.28268117272176e-96
"R.postCEN","L.parOP",0.511165554836667,4.41063963648733e-66
"R.postCEN","L.supP",0.653565439668983,5.73337415444469e-120
"R.postCEN","R.posCG",0.307984135143921,6.86746282791754e-23
"R.postCEN","L.ENT",0.0838172807062273,0.0087983668336778
"R.postCEN","R.FUS",0.413936165016868,1.08888243446222e-41
"R.postCEN","R.supP",0.635879863044838,1.06322104509027e-111
"R.postCEN","R.supT",0.427418880138137,1.28205640086175e-44
"R.postCEN","R.rosmidF",0.398232099497614,1.92361628257666e-38
"R.postCEN","R.preCEN",0.539627515746636,7.58690466111163e-75
"R.postCEN","L.latorbF",0.380271211394939,6.16244922628159e-35
"R.postCEN","L.transT",0.42005977442567,5.28623586878957e-43
"R.postCEN","L.posCG",0.289161269811522,2.97720993875975e-20
"R.postCEN","R.transT",0.441655694732478,7.37126554780191e-48
"R.postCEN","R.preCN",0.608484912663643,6.54849372935595e-100
"R.postCEN","L.preCEN",0.534351149944655,3.70238905409197e-73
"R.postCEN","L.infP",0.612630484174704,1.27697386059759e-101
"R.postCEN","R.infP",0.625283129029254,5.3296601660643e-107
"R.postCEN","R.INS",0.301145041651023,6.56955129832469e-22
"R.postCEN","R.caumidF",0.445595366320186,8.77552655886514e-49
"R.postCEN","R.paraCEN",0.588639577601256,4.59815393464817e-92
"R.postCEN","L.infT",0.413748197208433,1.1936610406136e-41
"R.postCEN","R.supF",0.404694201370319,9.30991216505505e-40
"R.postCEN","L.paraH",0.18791120464806,3.30294562639432e-09
"R.postCEN","L.midT",0.450856230783109,4.89742847138895e-50
"R.postCEN","R.paraH",0.18514715416334,5.63579210202852e-09
"R.postCEN","L.isthCG",0.217047930467162,7.18271830083727e-12
"R.postCEN","L.parsTRI",0.452560097588859,1.90249889930345e-50
"R.postCEN","R.infT",0.410512989649317,5.74978045303279e-41
"R.postCEN","R.latorbF",0.284473439153479,1.2603033185721e-19
"R.postCEN","L.rosmidF",0.475085802292393,4.22953036769878e-56
"R.postCEN","L.supF",0.480359060023476,1.74104265140583e-57
"R.postCEN","R.cauantCG",0.225977762169243,9.11007322989727e-13
"R.postCEN","L.LG",0.474428659540226,6.26986620673091e-56
"R.postCEN","R.isthCG",0.246480112302825,5.66286242018418e-15
"R.postCEN","L.medorbF",0.32645257767706,1.13828179853176e-25
"R.postCEN","R.SM",0.656252066086936,2.84048209670449e-121
"R.postCEN","L.supT",0.431646038163997,1.45165667047547e-45
"R.postCEN","R.midT",0.437499873288226,6.7520460353859e-47
"R.postCEN","L.postCEN",0.727654107006998,1.23178275375346e-161
"R.postCEN","R.latO",0.496545224873842,6.81933323357282e-62
"R.postCEN","R.parOP",0.442386974642973,4.97618681731404e-48
"R.postCEN","L.paraCEN",0.603320534039436,8.15235851183639e-98
"R.postCEN","R.parsTRI",0.395531872348723,6.68516914263252e-38
"R.postCEN","R.medorbF",0.209287895639855,4.02256035146453e-11
"R.postCEN","R.CN",0.486478009569665,4.00407079939455e-59
"R.postCEN","L.INS",0.400591714531135,6.41580380434692e-39
"L.periCAL","L.cauantCG",0.166218240120707,1.76485250611356e-07
"L.periCAL","L.parsORB",0.134536693666348,2.47728478276541e-05
"L.periCAL","R.parsORB",0.122755109775267,0.000120736130178809
"L.periCAL","L.preCN",0.463951088720592,2.97481062375228e-53
"L.periCAL","R.ENT",0.0796903436806041,0.0127607651193391
"L.periCAL","L.CN",0.68486813590645,4.72934027107758e-136
"L.periCAL","R.periCAL",0.75207932322664,1.4857178197571e-178
"L.periCAL","L.rosantCG",0.210350253621711,3.18981461320217e-11
"L.periCAL","L.caumidF",0.195339434334533,7.54776368109861e-10
"L.periCAL","R.rosantCG",0.0891607000426152,0.00531241703828082
"L.periCAL","L.latO",0.539041207151971,1.17263447798082e-74
"L.periCAL","L.FUS",0.257962899544381,2.66361093768688e-16
"L.periCAL","R.LG",0.655180645960422,9.45004103916284e-121
"L.periCAL","R.postCEN",0.392789867561035,2.34081635631757e-37
"L.periCAL","L.periCAL",0.902178321331093,0
"L.periCAL","L.SM",0.239191204269058,3.64167023500833e-14
"L.periCAL","L.parOP",0.207812111113738,5.54057201720352e-11
"L.periCAL","L.supP",0.443009935813947,3.55794135235854e-48
"L.periCAL","R.posCG",0.276417572747447,1.41222588057179e-18
"L.periCAL","L.ENT",0.0526514137044889,0.10019372714491
"L.periCAL","R.FUS",0.298759307154788,1.42411926111811e-21
"L.periCAL","R.supP",0.436732282287599,1.01307694564746e-46
"L.periCAL","R.supT",0.191135398267469,1.75297212854987e-09
"L.periCAL","R.rosmidF",0.209043291112895,4.24249311246151e-11
"L.periCAL","R.preCEN",0.277621339011693,9.89196715814762e-19
"L.periCAL","L.latorbF",0.283042858056782,1.94698336479319e-19
"L.periCAL","L.transT",0.446175385511924,6.39983920242877e-49
"L.periCAL","L.posCG",0.284297485765755,1.32973858440661e-19
"L.periCAL","R.transT",0.396342552285982,4.60487360213812e-38
"L.periCAL","R.preCN",0.468922760590284,1.6412373273772e-54
"L.periCAL","L.preCEN",0.267513608230097,1.86177617656824e-17
"L.periCAL","L.infP",0.402442402750605,2.69484224162167e-39
"L.periCAL","R.infP",0.373475096072335,1.14889275240336e-33
"L.periCAL","R.INS",0.295798252171861,3.68320912137541e-21
"L.periCAL","R.caumidF",0.191049764979827,1.78297092091289e-09
"L.periCAL","R.paraCEN",0.358446008981117,5.81261504415745e-31
"L.periCAL","L.infT",0.154178048180342,1.3018734189832e-06
"L.periCAL","R.supF",0.200588871383204,2.56638360837024e-10
"L.periCAL","L.paraH",0.191430003332027,1.65347116134267e-09
"L.periCAL","L.midT",0.102819171465732,0.0012972583817467
"L.periCAL","R.paraH",0.199965778335292,2.92148623379331e-10
"L.periCAL","L.isthCG",0.29036754844755,2.04473014139176e-20
"L.periCAL","L.parsTRI",0.213133028359776,1.72722318469346e-11
"L.periCAL","R.infT",0.196651061632566,5.78047471491477e-10
"L.periCAL","R.latorbF",0.235054336821432,1.01926803894173e-13
"L.periCAL","L.rosmidF",0.257003457564067,3.45908290807297e-16
"L.periCAL","L.supF",0.248176772386857,3.63980377060484e-15
"L.periCAL","R.cauantCG",0.149008288026516,2.93486146530023e-06
"L.periCAL","L.LG",0.663237666533566,9.92234659657473e-125
"L.periCAL","R.isthCG",0.339530205316675,9.28079217460012e-28
"L.periCAL","L.medorbF",0.300045602694553,9.39232123146456e-22
"L.periCAL","R.SM",0.304669950899312,2.06686320561371e-22
"L.periCAL","L.supT",0.18306292984225,8.38722070514793e-09
"L.periCAL","R.midT",0.109372787234535,0.000619775109281154
"L.periCAL","L.postCEN",0.351981917123692,7.65044793736028e-30
"L.periCAL","R.latO",0.513041093361906,1.23657136533086e-66
"L.periCAL","R.parOP",0.162433439839953,3.3608447951908e-07
"L.periCAL","L.paraCEN",0.393084176613121,2.04736884873087e-37
"L.periCAL","R.parsTRI",0.18466477687804,6.18149225722302e-09
"L.periCAL","R.medorbF",0.209261283194594,4.04593773811798e-11
"L.periCAL","R.CN",0.669048541000877,1.11981264090837e-127
"L.periCAL","L.INS",0.284368849677988,1.30113312343725e-19
"L.SM","L.cauantCG",0.233987897632223,1.32478953580814e-13
"L.SM","L.parsORB",0.492847001059158,7.27116523045961e-61
"L.SM","R.parsORB",0.476126157362912,2.26394026199943e-56
"L.SM","L.preCN",0.68291902167541,5.43678656534345e-135
"L.SM","R.ENT",0.128730620719037,5.49962023253743e-05
"L.SM","L.CN",0.410709859909885,5.22777364666103e-41
"L.SM","R.periCAL",0.272123534809332,4.9572208742923e-18
"L.SM","L.rosantCG",0.305022128265046,1.83973094924326e-22
"L.SM","L.caumidF",0.685200024958199,3.11446580128952e-136
"L.SM","R.rosantCG",0.235711987295425,8.66552438230004e-14
"L.SM","L.latO",0.489324923022248,6.74320268174218e-60
"L.SM","L.FUS",0.41448337544618,8.33066447704924e-42
"L.SM","R.LG",0.389913816704011,8.60470727769238e-37
"L.SM","R.postCEN",0.666657748114325,1.86169582621421e-126
"L.SM","L.periCAL",0.291505695564521,1.43204060448491e-20
"L.SM","L.SM",0.928649328780474,0
"L.SM","L.parOP",0.704082622106864,5.69427366620743e-147
"L.SM","L.supP",0.729722796464486,5.36719439819719e-163
"L.SM","R.posCG",0.34119108591034,4.95504985354407e-28
"L.SM","L.ENT",0.105139607248758,0.00100337617362677
"L.SM","R.FUS",0.427320518396245,1.34822121469263e-44
"L.SM","R.supP",0.685360647798029,2.54388050748206e-136
"L.SM","R.supT",0.517101087063554,7.67037982336064e-68
"L.SM","R.rosmidF",0.588585385286028,4.82246978286995e-92
"L.SM","R.preCEN",0.668158331061906,3.19909475700473e-127
"L.SM","L.latorbF",0.493925552483242,3.65711221922964e-61
"L.SM","L.transT",0.46171988889521,1.07509263491386e-52
"L.SM","L.posCG",0.300919074308369,7.07124920713394e-22
"L.SM","R.transT",0.462387752285529,7.32583622826894e-53
"L.SM","R.preCN",0.694860844858172,1.27043707230697e-141
"L.SM","L.preCEN",0.703951418009668,6.80751912735763e-147
"L.SM","L.infP",0.783455669182553,1.94672614342197e-203
"L.SM","R.infP",0.758010113508041,5.78357231572491e-183
"L.SM","R.INS",0.282879932035159,2.04552472072892e-19
"L.SM","R.caumidF",0.637492406450508,1.97321685038527e-112
"L.SM","R.paraCEN",0.701670200689152,1.49464096883561e-145
"L.SM","L.infT",0.525794192486369,1.75377016221436e-70
"L.SM","R.supF",0.610899862691004,6.65441866217308e-101
"L.SM","L.paraH",0.190498598722974,1.98835671027345e-09
"L.SM","L.midT",0.631176844056361,1.36518768055251e-109
"L.SM","R.paraH",0.172647346063002,5.71266489400764e-08
"L.SM","L.isthCG",0.225150720908072,1.10712652306504e-12
"L.SM","L.parsTRI",0.630127725334023,3.98656776574128e-109
"L.SM","R.infT",0.489496972258195,6.05171418769415e-60
"L.SM","R.latorbF",0.402967852482054,2.10445865687485e-39
"L.SM","L.rosmidF",0.695392648431784,6.32476570442902e-142
"L.SM","L.supF",0.673892301528202,3.4718083719881e-130
"L.SM","R.cauantCG",0.255580693424637,5.08616915439849e-16
"L.SM","L.LG",0.432200466361063,1.08838868471658e-45
"L.SM","R.isthCG",0.248512993430748,3.33323849020317e-15
"L.SM","L.medorbF",0.444416313239846,1.66402651186589e-48
"L.SM","R.SM",0.793629093469884,2.03831734327432e-212
"L.SM","L.supT",0.548763525055359,7.66886662274798e-78
"L.SM","R.midT",0.59699423575263,2.66742668719918e-95
"L.SM","L.postCEN",0.726829167883534,4.26268134108709e-161
"L.SM","R.latO",0.49221761439121,1.08462805928064e-60
"L.SM","R.parOP",0.588625027111147,4.65734090117473e-92
"L.SM","L.paraCEN",0.686554947477533,5.62637129810711e-137
"L.SM","R.parsTRI",0.58168704948149,1.92683272109848e-89
"L.SM","R.medorbF",0.329340329309661,4.01520402054015e-26
"L.SM","R.CN",0.408551177081048,1.47925581576365e-40
"L.SM","L.INS",0.431123358320582,1.90356891930321e-45
"L.parOP","L.cauantCG",0.168752607044911,1.13714118643495e-07
"L.parOP","L.parsORB",0.526220819523605,1.29534738362262e-70
"L.parOP","R.parsORB",0.476733685447713,1.57010435563818e-56
"L.parOP","L.preCN",0.606988744475781,2.67355411529156e-99
"L.parOP","R.ENT",0.106830254727705,0.000829444722792086
"L.parOP","L.CN",0.361088782287582,1.99181822263121e-31
"L.parOP","R.periCAL",0.27007289122234,8.95879094070213e-18
"L.parOP","L.rosantCG",0.260347997030037,1.38452310005338e-16
"L.parOP","L.caumidF",0.632118600304511,5.1985541259453e-110
"L.parOP","R.rosantCG",0.192765950861352,1.26709548999602e-09
"L.parOP","L.latO",0.440785185301771,1.17526150531502e-47
"L.parOP","L.FUS",0.378294922523446,1.45322759260967e-34
"L.parOP","R.LG",0.382808327727618,2.03080891900766e-35
"L.parOP","R.postCEN",0.575983579946355,2.45065516552819e-87
"L.parOP","L.periCAL",0.254407077097091,6.97789412274115e-16
"L.parOP","L.SM",0.72044170176007,5.47334549330116e-157
"L.parOP","L.parOP",0.899018187220729,0
"L.parOP","L.supP",0.627222608491896,7.58676093584135e-108
"L.parOP","R.posCG",0.333252344236119,9.61282047128134e-27
"L.parOP","L.ENT",0.108296761462657,0.00070164669916425
"L.parOP","R.FUS",0.40194823941963,3.39903959175643e-39
"L.parOP","R.supP",0.58098062274888,3.52985638809229e-89
"L.parOP","R.supT",0.511434653468468,3.67682270768721e-66
"L.parOP","R.rosmidF",0.546655700098848,3.83722153476058e-77
"L.parOP","R.preCEN",0.63059026462709,2.48673696839104e-109
"L.parOP","L.latorbF",0.537533234058547,3.57940066679798e-74
"L.parOP","L.transT",0.405130611582454,7.56966567664788e-40
"L.parOP","L.posCG",0.301541171337867,5.77350566159339e-22
"L.parOP","R.transT",0.451639843900832,3.17249546412688e-50
"L.parOP","R.preCN",0.639443298108281,2.5373659005922e-113
"L.parOP","L.preCEN",0.656715315356649,1.68660996171696e-121
"L.parOP","L.infP",0.674145946584988,2.55782377398405e-130
"L.parOP","R.infP",0.642658333133919,8.35963213549466e-115
"L.parOP","R.INS",0.255830962025555,4.75350805227737e-16
"L.parOP","R.caumidF",0.557491518946662,8.61905140103596e-81
"L.parOP","R.paraCEN",0.666868634115848,1.4544045753168e-126
"L.parOP","L.infT",0.462805340507361,5.76113715362704e-53
"L.parOP","R.supF",0.594079422579568,3.68163662429202e-94
"L.parOP","L.paraH",0.146007025166145,4.64697346598874e-06
"L.parOP","L.midT",0.554262787812882,1.08808559305649e-79
"L.parOP","R.paraH",0.156671013685714,8.71246637512618e-07
"L.parOP","L.isthCG",0.205318875354937,9.46527938743508e-11
"L.parOP","L.parsTRI",0.680955641719543,6.24141676910816e-134
"L.parOP","R.infT",0.44490658103138,1.27568468482035e-48
"L.parOP","R.latorbF",0.429344879708674,4.77013041260197e-45
"L.parOP","L.rosmidF",0.664751161761671,1.7191667159989e-125
"L.parOP","L.supF",0.658875525006851,1.4657528075256e-122
"L.parOP","R.cauantCG",0.214006496689449,1.42220998101237e-11
"L.parOP","L.LG",0.397380945413752,2.85226088143491e-38
"L.parOP","R.isthCG",0.190325492808091,2.05748499222039e-09
"L.parOP","L.medorbF",0.454438315115349,6.66739465173531e-51
"L.parOP","R.SM",0.681850117854798,2.05792794618129e-134
"L.parOP","L.supT",0.53225364232214,1.70379086989371e-72
"L.parOP","R.midT",0.528256951245933,3.03236777565402e-71
"L.parOP","L.postCEN",0.61103451963138,5.85445255526067e-101
"L.parOP","R.latO",0.423776374084868,8.17329761253429e-44
"L.parOP","R.parOP",0.64648577850895,1.36227891539894e-116
"L.parOP","L.paraCEN",0.629287073772449,9.38070637001441e-109
"L.parOP","R.parsTRI",0.618513910230729,4.31836225413152e-104
"L.parOP","R.medorbF",0.334905080108426,5.22203347933754e-27
"L.parOP","R.CN",0.359341280874397,4.04851974285051e-31
"L.parOP","L.INS",0.409585706005216,8.99437082718071e-41
"L.supP","L.cauantCG",0.249135682488028,2.83104800954937e-15
"L.supP","L.parsORB",0.408255361747116,1.70485700003374e-40
"L.supP","R.parsORB",0.373501819770109,1.13590616976826e-33
"L.supP","L.preCN",0.805290207380975,2.35295412928069e-223
"L.supP","R.ENT",0.11275595865757,0.00041657331559287
"L.supP","L.CN",0.6354406578576,1.67915718446163e-111
"L.supP","R.periCAL",0.472081707558147,2.5399494211944e-55
"L.supP","L.rosantCG",0.295725139515351,3.77011986966291e-21
"L.supP","L.caumidF",0.592637754578793,1.33524760999276e-93
"L.supP","R.rosantCG",0.194852895046775,8.3289535435222e-10
"L.supP","L.latO",0.637347015710901,2.29775320334684e-112
"L.supP","L.FUS",0.458950432644538,5.22779289842227e-52
"L.supP","R.LG",0.575177189604809,4.82490472317691e-87
"L.supP","R.postCEN",0.685089937258216,3.57755706497185e-136
"L.supP","L.periCAL",0.494538642742938,2.47173904339453e-61
"L.supP","L.SM",0.678730154617991,9.69838440688985e-133
"L.supP","L.parOP",0.562272918945908,1.91567090499833e-82
"L.supP","L.supP",0.919232791897584,0
"L.supP","R.posCG",0.405592181818143,6.07968577335743e-40
"L.supP","L.ENT",0.118114406444921,0.000217103149124444
"L.supP","R.FUS",0.473872026894715,8.74549059505774e-56
"L.supP","R.supP",0.839332012450432,4.5762245206084e-260
"L.supP","R.supT",0.397657725984357,2.50965908356518e-38
"L.supP","R.rosmidF",0.502066480079816,1.88603419794307e-63
"L.supP","R.preCEN",0.603415054415713,7.46932785005556e-98
"L.supP","L.latorbF",0.487181261101479,2.58270287055767e-59
"L.supP","L.transT",0.492145211519695,1.13563012684264e-60
"L.supP","L.posCG",0.393451616273572,1.73175948264005e-37
"L.supP","R.transT",0.462169108039631,8.30683243539393e-53
"L.supP","R.preCN",0.797463066592069,6.2022930309703e-216
"L.supP","L.preCEN",0.630599865917587,2.46247287012898e-109
"L.supP","L.infP",0.774649851792851,4.76204380943892e-196
"L.supP","R.infP",0.772524519782722,2.57578044336939e-194
"L.supP","R.INS",0.354977845882194,2.33420281434022e-30
"L.supP","R.caumidF",0.562000080934142,2.38440060724751e-82
"L.supP","R.paraCEN",0.703300950810161,1.64751015085915e-146
"L.supP","L.infT",0.448553232723626,1.74308574737849e-49
"L.supP","R.supF",0.533220492070983,8.44140372594882e-73
"L.supP","L.paraH",0.219105049165591,4.49898359049455e-12
"L.supP","L.midT",0.427105666204157,1.50477627087554e-44
"L.supP","R.paraH",0.236336166876425,7.42491706617007e-14
"L.supP","L.isthCG",0.298492480510057,1.55214186791161e-21
"L.supP","L.parsTRI",0.515706793119449,2.00127768707995e-67
"L.supP","R.infT",0.441863893128691,6.59175444940863e-48
"L.supP","R.latorbF",0.42263648883317,1.45256425752076e-43
"L.supP","L.rosmidF",0.614273884991716,2.63788869336288e-102
"L.supP","L.supF",0.624467215638888,1.20527396326793e-106
"L.supP","R.cauantCG",0.264276605661111,4.64355587497887e-17
"L.supP","L.LG",0.5845778889251,1.59298657540224e-90
"L.supP","R.isthCG",0.355517033276106,1.88262402575986e-30
"L.supP","L.medorbF",0.46215033822009,8.39689939418832e-53
"L.supP","R.SM",0.684763330769778,5.39558624989415e-136
"L.supP","L.supT",0.396823820127438,3.68887654223886e-38
"L.supP","R.midT",0.432490797459532,9.35819434068713e-46
"L.supP","L.postCEN",0.715525491156169,6.65334317466324e-154
"L.supP","R.latO",0.62362886099158,2.78051015107756e-106
"L.supP","R.parOP",0.468811524590524,1.75207115732576e-54
"L.supP","L.paraCEN",0.738634900933077,5.24584482399575e-169
"L.supP","R.parsTRI",0.438768940773212,3.44442232325543e-47
"L.supP","R.medorbF",0.327325148562334,8.31805816999354e-26
"L.supP","R.CN",0.630938835193237,1.74154386245129e-109
"L.supP","L.INS",0.427149302261075,1.47158298085072e-44
"R.posCG","L.cauantCG",0.398417604769763,1.76509486037734e-38
"R.posCG","L.parsORB",0.256877853297923,3.57918030088653e-16
"R.posCG","R.parsORB",0.198370554719869,4.06320332378991e-10
"R.posCG","L.preCN",0.482843072635658,3.79955815814997e-58
"R.posCG","R.ENT",0.0152914361478584,0.633265680784569
"R.posCG","L.CN",0.360462001656235,2.57014761681593e-31
"R.posCG","R.periCAL",0.254184741101075,7.40734504048067e-16
"R.posCG","L.rosantCG",0.316153853898504,4.27383739453936e-24
"R.posCG","L.caumidF",0.300468192422087,8.18811058393177e-22
"R.posCG","R.rosantCG",0.30364601965934,2.89675292826407e-22
"R.posCG","L.latO",0.434532769149388,3.22151695672283e-46
"R.posCG","L.FUS",0.344636289742401,1.33174760364517e-28
"R.posCG","R.LG",0.36095872593106,2.10010924077598e-31
"R.posCG","R.postCEN",0.319155022747276,1.50755209931243e-24
"R.posCG","L.periCAL",0.268477942450264,1.41458069967138e-17
"R.posCG","L.SM",0.377222430602582,2.30915312345819e-34
"R.posCG","L.parOP",0.359620862729892,3.61527070073848e-31
"R.posCG","L.supP",0.413086218721052,1.64891182626148e-41
"R.posCG","R.posCG",0.778398017871695,3.75428904405325e-199
"R.posCG","L.ENT",0.0247832080566383,0.439298258072317
"R.posCG","R.FUS",0.316528281902566,3.75525255545851e-24
"R.posCG","R.supP",0.35621420027812,1.4248280316256e-30
"R.posCG","R.supT",0.196113846601395,6.44929107748072e-10
"R.posCG","R.rosmidF",0.276371655128479,1.43148573145664e-18
"R.posCG","R.preCEN",0.35271962698231,5.7181317227051e-30
"R.posCG","L.latorbF",0.295151806627185,4.52565344066228e-21
"R.posCG","L.transT",0.252865090238696,1.05462681976493e-15
"R.posCG","L.posCG",0.571571087438914,9.75441226763255e-86
"R.posCG","R.transT",0.272521455301169,4.41683184495349e-18
"R.posCG","R.preCN",0.475309352982311,3.69868185911742e-56
"R.posCG","L.preCEN",0.389975005428482,8.37078153961794e-37
"R.posCG","L.infP",0.442760616562492,4.06954465584327e-48
"R.posCG","R.infP",0.394688748322346,9.84031145361191e-38
"R.posCG","R.INS",0.32514543402452,1.81758405758069e-25
"R.posCG","R.caumidF",0.33065319617474,2.49087920486646e-26
"R.posCG","R.paraCEN",0.406816960491938,3.39275636614499e-40
"R.posCG","L.infT",0.236287379875475,7.51525028560279e-14
"R.posCG","R.supF",0.37812214535492,1.56597414751188e-34
"R.posCG","L.paraH",0.188818508325249,2.76671207312766e-09
"R.posCG","L.midT",0.215445203996443,1.03080745489996e-11
"R.posCG","R.paraH",0.167949479058585,1.30803359610466e-07
"R.posCG","L.isthCG",0.42422415672892,6.51673216979691e-44
"R.posCG","L.parsTRI",0.313735708237415,9.81096251634373e-24
"R.posCG","R.infT",0.23746060419729,5.61463736517168e-14
"R.posCG","R.latorbF",0.213152158168141,1.71990416912539e-11
"R.posCG","L.rosmidF",0.296612942813154,2.83898875230257e-21
"R.posCG","L.supF",0.390452398529245,6.74976707391673e-37
"R.posCG","R.cauantCG",0.468581214700986,2.00575980206773e-54
"R.posCG","L.LG",0.376455417008364,3.21237012035337e-34
"R.posCG","R.isthCG",0.48690260679693,3.0731366094385e-59
"R.posCG","L.medorbF",0.320546668044132,9.26135438577163e-25
"R.posCG","R.SM",0.345010734975553,1.15337504613843e-28
"R.posCG","L.supT",0.188876869388007,2.73528191845558e-09
"R.posCG","R.midT",0.234054163128026,1.30343196434694e-13
"R.posCG","L.postCEN",0.344574934784189,1.36347390343668e-28
"R.posCG","R.latO",0.396883296948285,3.58904627416747e-38
"R.posCG","R.parOP",0.3132255651178,1.16794659764736e-23
"R.posCG","L.paraCEN",0.439255645134463,2.65875779582446e-47
"R.posCG","R.parsTRI",0.280496846838528,4.19584652645754e-19
"R.posCG","R.medorbF",0.255937350799496,4.61866677089803e-16
"R.posCG","R.CN",0.388798705331718,1.42049059114656e-36
"R.posCG","L.INS",0.352370517256018,6.56339122887519e-30
"L.ENT","L.cauantCG",-0.0381450224908077,0.233812705718382
"L.ENT","L.parsORB",0.237685581809829,5.30839114838498e-14
"L.ENT","R.parsORB",0.198297291944101,4.12495891641441e-10
"L.ENT","L.preCN",0.193122755318977,1.17977320739935e-09
"L.ENT","R.ENT",0.602427214662133,1.86128409083701e-97
"L.ENT","L.CN",0.159642094606283,5.35401155066456e-07
"L.ENT","R.periCAL",0.121235198875389,0.000146654381374817
"L.ENT","L.rosantCG",0.195706717041793,7.00579192108691e-10
"L.ENT","L.caumidF",0.0396494261643488,0.21586925122312
"L.ENT","R.rosantCG",0.0951464654479494,0.00292593528305323
"L.ENT","L.latO",0.26761217210006,1.81032331033929e-17
"L.ENT","L.FUS",0.437048113564498,8.5742362489865e-47
"L.ENT","R.LG",0.282144829313719,2.55490202210662e-19
"L.ENT","R.postCEN",0.247518427450509,4.32249181676787e-15
"L.ENT","L.periCAL",0.0865735798228339,0.00680454355048203
"L.ENT","L.SM",0.205005813613691,1.01188172921233e-10
"L.ENT","L.parOP",0.201878949237876,1.95981169758561e-10
"L.ENT","L.supP",0.257844973358912,2.75071366363433e-16
"L.ENT","R.posCG",-0.0185923849847077,0.561813149753969
"L.ENT","L.ENT",0.835804105599159,7.08134674935269e-256
"L.ENT","R.FUS",0.491288070593127,1.95489395726075e-60
"L.ENT","R.supP",0.241292203291206,2.14308629542982e-14
"L.ENT","R.supT",0.416717305237727,2.77747883457048e-42
"L.ENT","R.rosmidF",0.0302580819412111,0.345017629225033
"L.ENT","R.preCEN",0.186261153824293,4.54833042433232e-09
"L.ENT","L.latorbF",0.356465717229116,1.28835242561118e-30
