"FS51_roi","FS53_roi","r_value","p_value"
"L.CN","L.latorbF",0.376936272457038,2.61208530910883e-34
"L.CN","L.transT",0.501224715326079,3.27308756245649e-63
"L.CN","L.posCG",0.413879665601366,1.11937814485494e-41
"L.CN","R.transT",0.463510162605789,3.83756281283049e-53
"L.CN","R.preCN",0.603190474025282,9.19502368953836e-98
"L.CN","L.preCEN",0.368844025689304,8.10732447720513e-33
"L.CN","L.infP",0.558297812037963,4.55587308342917e-81
"L.CN","R.infP",0.509550632916851,1.3100544281116e-65
"L.CN","R.INS",0.422127617999245,1.87635463880169e-43
"L.CN","R.caumidF",0.284180969702477,1.37778206210057e-19
"L.CN","R.paraCEN",0.467629294007098,3.50377289016207e-54
"L.CN","L.infT",0.309562631168726,4.04317821383234e-23
"L.CN","R.supF",0.312227654815661,1.64096171529124e-23
"L.CN","L.paraH",0.238938406492838,3.88023864749138e-14
"L.CN","L.midT",0.264895386150444,3.902972015487e-17
"L.CN","R.paraH",0.265507730828607,3.28495772647055e-17
"L.CN","L.isthCG",0.350267813168013,1.5002573028815e-29
"L.CN","L.parsTRI",0.338687249456832,1.27430855546334e-27
"L.CN","R.infT",0.322004762866236,5.54341699576352e-25
"L.CN","R.latorbF",0.297795336770319,1.94277798907855e-21
"L.CN","L.rosmidF",0.360960186457605,2.09886131930428e-31
"L.CN","L.supF",0.357929833577637,7.15659791748292e-31
"L.CN","R.cauantCG",0.256405448275601,4.06874171441723e-16
"L.CN","L.LG",0.684622975466604,6.43656464283062e-136
"L.CN","R.isthCG",0.386379787668698,4.18608409915415e-36
"L.CN","L.medorbF",0.390126725130595,7.81762468171936e-37
"L.CN","R.SM",0.436120723791345,1.39864477386506e-46
"L.CN","L.supT",0.278966673657524,6.63084240994293e-19
"L.CN","R.midT",0.265550017244397,3.24603088386052e-17
"L.CN","L.postCEN",0.486251952563111,4.6091365764239e-59
"L.CN","R.latO",0.591316062289977,4.32554978777985e-93
"L.CN","R.parOP",0.282502706653088,2.29295971929131e-19
"L.CN","L.paraCEN",0.52929888433761,1.43688865163335e-71
"L.CN","R.parsTRI",0.274902383740472,2.20515377914801e-18
"L.CN","R.medorbF",0.292077155694943,1.19681028600747e-20
"L.CN","R.CN",0.780227016808019,1.09154614533537e-200
"L.CN","L.INS",0.411541320725559,3.4949422193878e-41
"R.periCAL","L.cauantCG",0.159958398894354,5.08085600173624e-07
"R.periCAL","L.parsORB",0.134379944636998,2.53230398371574e-05
"R.periCAL","R.parsORB",0.104834355859783,0.00103816403118053
"R.periCAL","L.preCN",0.4439760878325,2.11171687384371e-48
"R.periCAL","R.ENT",0.0724548001935515,0.0235965580043406
"R.periCAL","L.CN",0.614587137450835,1.95093152164299e-102
"R.periCAL","R.periCAL",0.850899334486787,1.50480814672252e-274
"R.periCAL","L.rosantCG",0.214507450888805,1.27175306001127e-11
"R.periCAL","L.caumidF",0.184385514396233,6.52051512021159e-09
"R.periCAL","R.rosantCG",0.092072657640756,0.00399099476511638
"R.periCAL","L.latO",0.527282070517896,6.08478149104955e-71
"R.periCAL","L.FUS",0.259518162388165,1.73980750352575e-16
"R.periCAL","R.LG",0.629944138574993,4.80681322822048e-109
"R.periCAL","R.postCEN",0.382340561080103,2.49385237055892e-35
"R.periCAL","L.periCAL",0.716516746020594,1.60822965699114e-154
"R.periCAL","L.SM",0.233977369991362,1.3282140866218e-13
"R.periCAL","L.parOP",0.223926933517031,1.475311625632e-12
"R.periCAL","L.supP",0.432995951680626,7.19307791369858e-46
"R.periCAL","R.posCG",0.264794597951787,4.01512666049927e-17
"R.periCAL","L.ENT",0.0590763820539442,0.0650591484036243
"R.periCAL","R.FUS",0.308017762143104,6.79062278294101e-23
"R.periCAL","R.supP",0.412821498341654,1.87594850073095e-41
"R.periCAL","R.supT",0.203030212794753,1.5383274652649e-10
"R.periCAL","R.rosmidF",0.200167575697581,2.80153428832337e-10
"R.periCAL","R.preCEN",0.269080945439187,1.19064639195508e-17
"R.periCAL","L.latorbF",0.282098707128246,2.59073885498914e-19
"R.periCAL","L.transT",0.422288006363321,1.73098530515814e-43
"R.periCAL","L.posCG",0.277099151787454,1.15465112807096e-18
"R.periCAL","R.transT",0.399315629674981,1.163108284275e-38
"R.periCAL","R.preCN",0.44606561211444,6.79418679793798e-49
"R.periCAL","L.preCEN",0.26658678037993,2.42176095277591e-17
"R.periCAL","L.infP",0.409587666735131,8.98587862238552e-41
"R.periCAL","R.infP",0.354968616819481,2.34280035817013e-30
"R.periCAL","R.INS",0.3016966934772,5.4877241760638e-22
"R.periCAL","R.caumidF",0.199690664841838,3.0931164434513e-10
"R.periCAL","R.paraCEN",0.368662495629257,8.74702283816086e-33
"R.periCAL","L.infT",0.17380590173996,4.64072704649431e-08
"R.periCAL","R.supF",0.196951384238745,5.43655308969711e-10
"R.periCAL","L.paraH",0.184540112788519,6.33066353681469e-09
"R.periCAL","L.midT",0.160928276536388,4.32439982480135e-07
"R.periCAL","R.paraH",0.205893869031475,8.37059156843959e-11
"R.periCAL","L.isthCG",0.247355962579938,4.50945569811004e-15
"R.periCAL","L.parsTRI",0.224255731403409,1.36601447301219e-12
"R.periCAL","R.infT",0.212602609479264,1.94273705939024e-11
"R.periCAL","R.latorbF",0.216338967290616,8.43024228128719e-12
"R.periCAL","L.rosmidF",0.242280943977467,1.66693085310967e-14
"R.periCAL","L.supF",0.245224558640861,7.837129106024e-15
"R.periCAL","R.cauantCG",0.138525591721095,1.40494590016782e-05
"R.periCAL","L.LG",0.623055689248747,4.91691692231337e-106
"R.periCAL","R.isthCG",0.289867630854517,2.38976692346251e-20
"R.periCAL","L.medorbF",0.279717316185487,5.29938893966815e-19
"R.periCAL","R.SM",0.299741043128421,1.0367107925359e-21
"R.periCAL","L.supT",0.190497674317605,1.98871979242498e-09
"R.periCAL","R.midT",0.133244879234343,2.96676536329179e-05
"R.periCAL","L.postCEN",0.333045351649648,1.03735543396099e-26
"R.periCAL","R.latO",0.483629245803447,2.34083704794331e-58
